NP_001288811.1 NP_186887.1
XP_033132031.1 NP_850486.2
XP_033132034.1 NP_001319219.1
XP_033132038.1 NP_001330812.1
XP_033132042.1 NP_001077621.2
XP_033132044.1 NP_973930.1
XP_033132047.1 NP_001323621.1
XP_033132063.1 NP_565089.1
XP_033132070.1 NP_001323847.1
XP_033132071.1 NP_179630.2
XP_033132086.1 NP_177800.1
XP_033132088.1 NP_177806.1
XP_033132095.1 NP_173749.1
XP_033132096.1 NP_001320525.1
XP_033132101.1 NP_195458.1
XP_033132102.1 NP_179233.1
XP_033132103.1 NP_001323527.1
XP_033132104.1 NP_001325184.1
XP_033132107.1 NP_974149.1
XP_033132108.1 NP_177714.2
XP_033132159.1 NP_001323285.1
XP_033132163.1 NP_001322959.1
XP_033132170.1 NP_683626.1
XP_033132175.1 NP_177776.1
XP_033132176.1 NP_565132.2
XP_033132201.1 NP_564971.2
XP_033132207.1 NP_195190.1
XP_033132214.1 NP_173514.1
XP_033132221.1 NP_564157.1
XP_033132232.1 NP_193152.2
XP_033132238.1 NP_193167.3
XP_033132245.1 NP_001031638.1
XP_033132247.1 NP_001185059.1
XP_033132266.1 NP_174579.1
XP_033132271.1 NP_193140.1
XP_033132290.1 NP_001154749.1
XP_033132291.1 NP_683343.1
XP_033132294.1 NP_198359.1
XP_033132299.1 NP_198388.1
XP_033132305.1 NP_175953.1
XP_033132309.1 NP_001319124.1
XP_033132317.1 NP_001321098.1
XP_033132327.1 NP_001322092.1
XP_033132329.1 NP_188217.4
XP_033132331.1 NP_563759.1
XP_033132347.1 NP_171975.2
XP_033132350.1 NP_001318920.1
XP_033132354.1 NP_563713.1
XP_033132359.1 NP_001077714.2
XP_033132365.1 NP_174776.1
XP_033132385.1 NP_001323112.1
XP_033132413.1 NP_175524.1
XP_033132416.1 NP_564632.1
XP_033132422.1 NP_564601.1
XP_033132429.1 NP_193373.3
XP_033132439.1 NP_849377.1
XP_033132460.1 NP_001322346.1
XP_033132474.1 NP_195164.1
XP_033132491.1 NP_173976.1
XP_033132510.1 NP_172264.1
XP_033132521.1 NP_172193.2
XP_033132524.1 NP_191290.1
XP_033132527.1 NP_193075.1
XP_033132538.1 NP_001320352.1
XP_033132562.1 NP_175966.1
XP_033132595.1 NP_174158.1
XP_033132596.1 NP_174148.1
XP_033132602.1 NP_171850.1
XP_033132618.1 NP_973908.2
XP_033132647.1 NP_195530.2
XP_033132652.1 NP_198225.1
XP_033132664.1 NP_564306.1
XP_033132692.1 NP_188270.1
XP_033132720.1 NP_173056.2
XP_033132728.1 NP_193837.1
XP_033132730.1 NP_193722.2
XP_033132739.1 NP_001329268.1
XP_033132746.1 NP_001328819.1
XP_033132763.1 NP_175167.2
XP_033132776.1 NP_564508.1
XP_033132778.1 NP_849780.1
XP_033132785.1 NP_194911.1
XP_033132786.1 NP_001320136.1
XP_033132803.1 NP_188014.1
XP_033132823.1 NP_173314.1
XP_033132865.1 NP_001321992.1
XP_033132868.1 NP_001329217.1
XP_033132875.1 NP_190551.1
XP_033132886.1 NP_173550.1
XP_033132894.1 NP_001327234.1
XP_033132922.1 NP_194481.2
XP_033132923.1 NP_001320043.1
XP_033132928.1 NP_194090.2
XP_033132933.1 NP_001329564.1
XP_033132938.1 NP_567666.1
XP_033132946.1 NP_193987.1
XP_033132947.1 NP_195246.1
XP_033132977.1 NP_195312.1
XP_033132985.1 NP_568064.1
XP_033132992.1 NP_568066.1
XP_033133001.1 NP_849450.1
XP_033133004.1 NP_194643.1
XP_033133011.1 NP_195457.1
XP_033133038.1 NP_194273.2
XP_033133046.1 NP_849454.1
XP_033133063.1 NP_195511.1
XP_033133066.1 NP_001119124.1
XP_033133069.1 NP_001078447.1
XP_033133089.1 NP_001320148.1
XP_033133095.1 NP_001320169.1
XP_033133127.1 NP_001320156.1
XP_033133131.1 NP_568020.1
XP_033133141.1 NP_001320154.1
XP_033133145.1 NP_001320155.1
XP_033133147.1 NP_195374.1
XP_033133159.1 NP_195334.1
XP_033133160.1 NP_568022.1
XP_033133168.1 NP_001319720.1
XP_033133179.1 NP_001078362.1
XP_033133189.1 NP_190393.1
XP_033133194.1 NP_173228.1
XP_033133203.1 NP_193884.6
XP_033133212.1 NP_001320023.1
XP_033133219.1 NP_001077689.1
XP_033133228.1 NP_195819.1
XP_033133266.1 NP_187187.1
XP_033133268.1 NP_193589.1
XP_033133269.1 NP_567566.1
XP_033133270.1 NP_567565.1
XP_033133277.1 NP_001319981.1
XP_033133280.1 NP_001320141.1
XP_033133282.1 NP_193604.2
XP_033133297.1 NP_001323048.1
XP_033133300.1 NP_974583.1
XP_033133301.1 NP_193395.3
XP_033133304.1 NP_567517.1
XP_033133330.1 NP_001319093.1
XP_033133334.1 NP_174083.1
XP_033133335.1 NP_174087.1
XP_033133363.1 NP_175191.2
XP_033133365.1 NP_176191.1
XP_033133378.1 NP_193201.2
XP_033133405.1 NP_001322174.1
XP_033133412.1 NP_173426.1
XP_033133414.1 NP_173446.1
XP_033133423.1 NP_001318966.1
XP_033133435.1 NP_193300.2
XP_033133445.1 NP_001319892.1
XP_033133446.1 NP_564299.1
XP_033133461.1 NP_172001.1
XP_033133463.1 NP_001117252.1
XP_033133473.1 NP_001323346.1
XP_033133482.1 NP_173901.1
XP_033133484.1 NP_175402.2
XP_033133498.1 NP_567854.1
XP_033133506.1 NP_174344.1
XP_033133509.1 NP_175330.1
XP_033133510.1 NP_174190.2
XP_033133545.1 NP_174211.1
XP_033133576.1 NP_001320311.1
XP_033133646.1 NP_175766.1
XP_033133659.1 NP_173502.2
XP_033133662.1 NP_198884.1
XP_033133690.1 NP_195203.1
XP_033133691.1 NP_001319652.1
XP_033133697.1 NP_001328523.1
XP_033133708.1 NP_175390.2
XP_033133731.1 NP_680701.1
XP_033133750.1 NP_563957.1
XP_033133787.1 NP_563927.3
XP_033133796.1 NP_172923.3
XP_033133797.1 NP_172576.1
XP_033133805.1 NP_172903.1
XP_033133822.1 NP_172674.2
XP_033133837.1 NP_001328700.1
XP_033133841.1 NP_176328.1
XP_033133847.1 NP_175810.1
XP_033133859.1 NP_174257.1
XP_033133866.1 NP_173601.2
XP_033133892.1 NP_001323415.1
XP_033133893.1 NP_973917.1
XP_033133901.1 NP_194872.1
XP_033133906.1 NP_173394.1
XP_033133913.1 NP_001078384.1
XP_033133915.1 NP_189052.2
XP_033133941.1 NP_001328179.1
XP_033133965.1 NP_195087.1
XP_033133966.1 NP_001320112.1
XP_033133970.1 NP_189552.1
XP_033133983.1 NP_001117422.4
XP_033133997.1 NP_195646.2
XP_033134014.1 NP_683294.2
XP_033134033.1 NP_195085.1
XP_033134034.1 NP_567926.4
XP_033134037.1 NP_001329775.1
XP_033134052.1 NP_193501.2
XP_033134059.1 NP_175454.1
XP_033134063.1 NP_195219.1
XP_033134065.1 NP_001320139.1
XP_033134074.1 NP_180438.2
XP_033134084.1 NP_001319261.1
XP_033134095.1 NP_564773.1
XP_033134108.1 NP_001327362.1
XP_033134119.1 NP_001331698.1
XP_033134134.1 NP_001318235.1
XP_033134141.1 NP_179254.2
XP_033134149.1 NP_201426.3
XP_033134160.1 NP_001078341.1
XP_033134257.1 NP_172133.1
XP_033134278.1 NP_172044.1
XP_033134293.1 NP_001321227.1
XP_033134324.1 NP_179399.5
XP_033134346.1 NP_568419.1
XP_033134354.1 NP_001077625.1
XP_033134378.1 NP_173612.1
XP_033134380.1 NP_180096.3
XP_033134424.1 NP_001318401.1
XP_033134435.1 NP_001321250.1
XP_033134436.1 NP_175136.1
XP_033134443.1 NP_563977.1
XP_033134446.1 NP_565263.1
XP_033134453.1 NP_001320720.1
XP_033134457.1 NP_194729.1
XP_033134465.1 NP_180139.1
XP_033134466.1 NP_192267.1
XP_033134471.1 NP_001326345.1
XP_033134472.1 NP_191067.1
XP_033134477.1 NP_198110.1
XP_033134489.1 NP_179383.3
XP_033134492.1 NP_001318646.1
XP_033134495.1 NP_001319073.1
XP_033134501.1 NP_179839.5
XP_033134513.1 NP_189129.1
XP_033134518.1 NP_191828.1
XP_033134522.1 NP_683457.1
XP_033134559.1 NP_850025.1
XP_033134562.1 NP_001031441.1
XP_033134565.1 NP_001319848.1
XP_033134572.1 NP_850933.1
XP_033134584.1 NP_191683.1
XP_033134587.1 NP_191680.1
XP_033134590.1 NP_001190150.2
XP_033134593.1 NP_173675.1
XP_033134604.1 NP_173718.1
XP_033134615.1 NP_001190722.1
XP_033134617.1 NP_201277.3
XP_033134619.1 NP_001190452.1
XP_033134620.1 NP_173762.4
XP_033134621.1 NP_173764.1
XP_033134638.1 NP_195913.1
XP_033134650.1 NP_001319028.1
XP_033134672.1 NP_173067.2
XP_033134680.1 NP_001319015.1
XP_033134681.1 NP_001031052.1
XP_033134695.1 NP_201112.1
XP_033134699.1 NP_568464.1
XP_033134705.1 NP_199654.1
XP_033134709.1 NP_564779.1
XP_033134710.1 NP_001320863.1
XP_033134713.1 NP_201137.5
XP_033134734.1 NP_191749.1
XP_033134752.1 NP_563643.4
XP_033134755.1 NP_001030933.1
XP_033134756.1 NP_171667.1
XP_033134762.1 NP_563645.1
XP_033134764.1 NP_171715.1
XP_033134765.1 NP_563644.1
XP_033134779.1 NP_188333.1
XP_033134784.1 NP_176441.1
XP_033134795.1 NP_568985.1
XP_033134805.1 NP_194301.1
XP_033134809.1 NP_001332578.1
XP_033134835.1 NP_192894.1
XP_033134840.1 NP_192761.1
XP_033134841.1 NP_001328827.1
XP_033134847.1 NP_001078204.1
XP_033134850.1 NP_001078243.1
XP_033134863.1 NP_191902.1
XP_033134865.1 NP_191894.1
XP_033134868.1 NP_565621.1
XP_033134883.1 NP_197956.1
XP_033134887.1 NP_001030901.2
XP_033134891.1 NP_191608.1
XP_033134899.1 NP_180725.1
XP_033134915.1 NP_172833.2
XP_033134916.1 NP_172779.1
XP_033134932.1 NP_172817.2
XP_033134975.1 NP_563652.1
XP_033135015.1 NP_564222.1
XP_033135023.1 NP_191102.1
XP_033135028.1 NP_001189545.1
XP_033135036.1 NP_001078329.1
XP_033135064.1 NP_173201.2
XP_033135075.1 NP_001318262.1
XP_033135096.1 NP_198035.2
XP_033135108.1 NP_198054.1
XP_033135109.1 NP_001118667.1
XP_033135110.1 NP_001154741.1
XP_033135120.1 NP_001078179.1
XP_033135133.1 NP_564300.1
XP_033135140.1 NP_174009.2
XP_033135169.1 NP_195055.1
XP_033135172.1 NP_001190626.1
XP_033135179.1 NP_201385.2
XP_033135193.1 NP_201560.1
XP_033135208.1 NP_192762.1
XP_033135219.1 NP_001032038.1
XP_033135236.1 NP_001078796.1
XP_033135243.1 NP_176062.1
XP_033135254.1 NP_189941.3
XP_033135256.1 NP_564671.2
XP_033135262.1 NP_565305.1
XP_033135275.1 NP_001320116.1
XP_033135279.1 NP_851241.1
XP_033135290.1 NP_001318856.1
XP_033135295.1 NP_567221.1
XP_033135307.1 NP_001190889.1
XP_033135310.1 NP_001119097.1
XP_033135320.1 NP_176599.2
XP_033135330.1 NP_001319318.1
XP_033135332.1 NP_197984.2
XP_033135337.1 NP_176479.2
XP_033135357.1 NP_001185292.1
XP_033135369.1 NP_176567.2
XP_033135372.1 NP_001320923.1
XP_033135376.1 NP_850282.2
XP_033135377.1 NP_974086.1
XP_033135385.1 NP_001320115.1
XP_033135391.1 NP_564834.1
XP_033135400.1 NP_001318765.1
XP_033135402.1 NP_564361.1
XP_033135412.1 NP_973508.1
XP_033135413.1 NP_174159.2
XP_033135419.1 NP_196596.1
XP_033135420.1 NP_194971.1
XP_033135430.1 NP_563817.1
XP_033135437.1 NP_172334.1
XP_033135443.1 NP_172693.1
XP_033135463.1 NP_001078476.1
XP_033135478.1 NP_001118720.2
XP_033135491.1 NP_563870.2
XP_033135492.1 NP_194825.1
XP_033135497.1 NP_564422.1
XP_033135535.1 NP_001190165.1
XP_033135541.1 NP_191855.1
XP_033135545.1 NP_001319292.1
XP_033135547.1 NP_001329839.1
XP_033135569.1 NP_849999.1
XP_033135571.1 NP_001325966.1
XP_033135574.1 NP_176498.1
XP_033135577.1 NP_567213.1
XP_033135592.1 NP_001323266.1
XP_033135595.1 NP_171932.1
XP_033135602.1 NP_001117287.1
XP_033135605.1 NP_001190411.1
XP_033135610.1 NP_198094.1
XP_033135617.1 NP_563747.1
XP_033135618.1 NP_172089.1
XP_033135619.1 NP_001117237.1
XP_033135624.1 NP_173310.2
XP_033135640.1 NP_172956.2
XP_033135660.1 NP_174446.2
XP_033135665.1 NP_174465.1
XP_033135666.1 NP_174434.1
XP_033135668.1 NP_174411.2
XP_033135671.1 NP_174435.2
XP_033135680.1 NP_001031123.1
XP_033135688.1 NP_680322.1
XP_033135689.1 NP_174376.1
XP_033135700.1 NP_179359.1
XP_033135701.1 NP_683273.1
XP_033135709.1 NP_564271.1
XP_033135717.1 NP_173706.1
XP_033135718.1 NP_001319064.1
XP_033135719.1 NP_199065.1
XP_033135723.1 NP_683300.2
XP_033135734.1 NP_173766.1
XP_033135760.1 NP_192597.1
XP_033135762.1 NP_001118972.1
XP_033135768.1 NP_199228.2
XP_033135774.1 NP_564788.1
XP_033135787.1 NP_564461.1
XP_033135794.1 NP_174766.2
XP_033135797.1 NP_564459.1
XP_033135798.1 NP_001329279.1
XP_033135802.1 NP_001118924.1
XP_033135828.1 NP_176288.1
XP_033135835.1 NP_189292.1
XP_033135840.1 NP_194860.1
XP_033135847.1 NP_567867.1
XP_033135857.1 NP_191714.1
XP_033135861.1 NP_849610.2
XP_033135866.1 NP_567884.1
XP_033135870.1 NP_849612.1
XP_033135881.1 NP_001321027.1
XP_033135886.1 NP_563796.1
XP_033135888.1 NP_172231.2
XP_033135889.1 NP_179568.1
XP_033135890.1 NP_173898.2
XP_033135907.1 NP_564321.2
XP_033135935.1 NP_192649.1
XP_033135951.1 NP_171652.1
XP_033135952.1 NP_001320619.1
XP_033135959.1 NP_192596.1
XP_033135962.1 NP_001319782.1
XP_033135972.1 NP_001327768.1
XP_033135976.1 NP_001325779.1
XP_033135980.1 NP_001325683.1
XP_033135987.1 NP_001030889.1
XP_033135996.1 NP_191466.1
XP_033136011.1 NP_191315.1
XP_033136014.1 NP_001319793.1
XP_033136020.1 NP_001326029.1
XP_033136022.1 NP_191356.1
XP_033136034.1 NP_001326133.1
XP_033136043.1 NP_001326812.1
XP_033136051.1 NP_191359.1
XP_033136054.1 NP_191568.1
XP_033136061.1 NP_001326724.1
XP_033136098.1 NP_201500.1
XP_033136101.1 NP_001119514.1
XP_033136128.1 NP_565516.1
XP_033136131.1 NP_683346.3
XP_033136133.1 NP_174636.1
XP_033136137.1 NP_001077576.2
XP_033136143.1 NP_173138.1
XP_033136148.1 NP_173175.1
XP_033136151.1 NP_001154346.1
XP_033136162.1 NP_001118908.1
XP_033136167.1 NP_176486.1
XP_033136176.1 NP_001321985.1
XP_033136179.1 NP_564733.1
XP_033136180.1 NP_174562.2
XP_033136205.1 NP_001031132.1
XP_033136207.1 NP_564416.1
XP_033136210.1 NP_193741.1
XP_033136213.1 NP_197906.1
XP_033136221.1 NP_201337.1
XP_033136225.1 NP_001318243.1
XP_033136248.1 NP_001327639.1
XP_033136252.1 NP_001078498.1
XP_033136267.1 NP_174483.1
XP_033136286.1 NP_187904.1
XP_033136288.1 NP_199167.1
XP_033136289.1 NP_199780.1
XP_033136293.1 NP_187908.1
XP_033136294.1 NP_001319851.1
XP_033136297.1 NP_192982.1
XP_033136304.1 NP_001319079.1
XP_033136324.1 NP_191573.1
XP_033136325.1 NP_001030907.1
XP_033136329.1 NP_189673.2
XP_033136352.1 NP_176531.1
XP_033136354.1 NP_188794.1
XP_033136364.1 NP_001185299.2
XP_033136367.1 NP_191726.1
XP_033136370.1 NP_565593.1
XP_033136374.1 NP_001325625.1
XP_033136376.1 NP_192401.5
XP_033136379.1 NP_189213.2
XP_033136382.1 NP_192388.3
XP_033136385.1 NP_567279.3
XP_033136390.1 NP_192358.1
XP_033136392.1 NP_565299.1
XP_033136404.1 NP_192370.1
XP_033136407.1 NP_001325405.1
XP_033136410.1 NP_192450.1
XP_033136412.1 NP_178427.2
XP_033136460.1 NP_178489.1
XP_033136463.1 NP_189188.4
XP_033136465.1 NP_001319870.1
XP_033136469.1 NP_178407.2
XP_033136493.1 NP_179718.1
XP_033136498.1 NP_001031381.1
XP_033136500.1 NP_179660.2
XP_033136501.1 NP_179679.1
XP_033136507.1 NP_199154.1
XP_033136509.1 NP_197981.2
XP_033136512.1 NP_001319940.1
XP_033136517.1 NP_174088.1
XP_033136519.1 NP_199148.1
XP_033136523.1 NP_850864.1
XP_033136537.1 NP_173360.1
XP_033136539.1 NP_187117.1
XP_033136552.1 NP_176162.1
XP_033136560.1 NP_001321736.1
XP_033136565.1 NP_173105.1
XP_033136576.1 NP_199593.2
XP_033136589.1 NP_174370.1
XP_033136592.1 NP_198075.1
XP_033136594.1 NP_001318662.1
XP_033136596.1 NP_001330587.1
XP_033136616.1 NP_001185029.1
XP_033136641.1 NP_172518.1
XP_033136644.1 NP_179455.1
XP_033136650.1 NP_199056.1
XP_033136653.1 NP_001077741.1
XP_033136679.1 NP_001319958.1
XP_033136680.1 NP_565562.2
XP_033136684.1 NP_180044.2
XP_033136686.1 NP_001328805.1
XP_033136691.1 NP_850061.1
XP_033136693.1 NP_001331308.1
XP_033136708.1 NP_180021.1
XP_033136713.1 NP_179949.2
XP_033136718.1 NP_001323934.1
XP_033136720.1 NP_188191.1
XP_033136737.1 NP_179409.1
XP_033136765.1 NP_564066.2
XP_033136771.1 NP_172366.3
XP_033136776.1 NP_173972.1
XP_033136786.1 NP_192101.1
XP_033136797.1 NP_192127.1
XP_033136802.1 NP_201062.1
XP_033136804.1 NP_851133.1
XP_033136809.1 NP_199459.2
XP_033136831.1 NP_001331060.1
XP_033136833.1 NP_199325.1
XP_033136836.1 NP_199451.2
XP_033136847.1 NP_195099.1
XP_033136855.1 NP_568679.1
XP_033136858.1 NP_199420.1
XP_033136870.1 NP_001330541.1
XP_033136883.1 NP_195505.2
XP_033136885.1 NP_199484.1
XP_033136887.1 NP_001326155.1
XP_033136891.1 NP_199376.1
XP_033136897.1 NP_001328641.1
XP_033136900.1 NP_199321.1
XP_033136901.1 NP_001329767.1
XP_033136907.1 NP_173372.1
XP_033136929.1 NP_179499.2
XP_033136930.1 NP_001325270.1
XP_033136933.1 NP_001118345.1
XP_033136951.1 NP_189527.1
XP_033136959.1 NP_001326234.1
XP_033136968.1 NP_566931.1
XP_033136974.1 NP_001326369.1
XP_033136991.1 NP_173662.2
XP_033137000.1 NP_190912.1
XP_033137031.1 NP_190564.1
XP_033137035.1 NP_190579.2
XP_033137041.1 NP_173642.1
XP_033137048.1 NP_172628.1
XP_033137050.1 NP_001326318.1
XP_033137051.1 NP_974423.1
XP_033137052.1 NP_176071.1
XP_033137053.1 NP_174124.1
XP_033137058.1 NP_001318699.1
XP_033137061.1 NP_173641.1
XP_033137071.1 NP_190839.1
XP_033137079.1 NP_566967.1
XP_033137082.1 NP_190563.1
XP_033137083.1 NP_001325993.1
XP_033137084.1 NP_001327531.1
XP_033137098.1 NP_001326370.1
XP_033137103.1 NP_190688.1
XP_033137104.1 NP_001319062.1
XP_033137105.1 NP_195527.1
XP_033137114.1 NP_001118824.1
XP_033137119.1 NP_190952.2
XP_033137123.1 NP_001078339.1
XP_033137125.1 NP_191957.2
XP_033137131.1 NP_001030875.1
XP_033137133.1 NP_174115.1
XP_033137136.1 NP_001322427.1
XP_033137138.1 NP_174105.2
XP_033137140.1 NP_179765.1
XP_033137141.1 NP_179767.1
XP_033137143.1 NP_001331732.1
XP_033137147.1 NP_001078367.1
XP_033137153.1 NP_564438.1
XP_033137163.1 NP_199219.1
XP_033137166.1 NP_567172.4
XP_033137168.1 NP_564043.1
XP_033137186.1 NP_001325859.1
XP_033137188.1 NP_683606.1
XP_033137191.1 NP_173203.2
XP_033137193.1 NP_001190038.1
XP_033137211.1 NP_176023.1
XP_033137223.1 NP_974517.1
XP_033137224.1 NP_564659.1
XP_033137259.1 NP_174302.1
XP_033137275.1 NP_174246.2
XP_033137277.1 NP_001320176.1
XP_033137279.1 NP_174241.1
XP_033137282.1 NP_564343.1
XP_033137288.1 NP_001320587.1
XP_033137302.1 NP_564245.1
XP_033137304.1 NP_001328308.1
XP_033137305.1 NP_191746.1
XP_033137310.1 NP_001189900.1
XP_033137314.1 NP_973761.1
XP_033137321.1 NP_001032065.1
XP_033137337.1 NP_196143.2
XP_033137340.1 NP_568154.1
XP_033137343.1 NP_001318496.1
XP_033137351.1 NP_680446.1
XP_033137364.1 NP_001330089.1
XP_033137368.1 NP_196055.1
XP_033137369.1 NP_187922.1
XP_033137379.1 NP_566445.1
XP_033137383.1 NP_199182.1
XP_033137384.1 NP_001331852.1
XP_033137390.1 NP_566514.1
XP_033137396.1 NP_187916.3
XP_033137402.1 NP_197188.1
XP_033137416.1 NP_197172.1
XP_033137418.1 NP_001330565.1
XP_033137421.1 NP_196041.1
XP_033137428.1 NP_001318476.1
XP_033137436.1 NP_196009.1
XP_033137438.1 NP_196018.1
XP_033137452.1 NP_001190333.1
XP_033137453.1 NP_197394.1
XP_033137462.1 NP_001331994.1
XP_033137484.1 NP_196463.1
XP_033137493.1 NP_193222.1
XP_033137494.1 NP_001332126.1
XP_033137499.1 NP_189555.2
XP_033137513.1 NP_001189923.1
XP_033137525.1 NP_175192.1
XP_033137540.1 NP_188465.1
XP_033137548.1 NP_197033.1
XP_033137553.1 NP_197070.1
XP_033137561.1 NP_195737.1
XP_033137571.1 NP_001031455.1
XP_033137579.1 NP_193457.5
XP_033137582.1 NP_001330041.1
XP_033137583.1 NP_001331476.1
XP_033137591.1 NP_195875.1
XP_033137611.1 NP_001320925.1
XP_033137621.1 NP_568243.1
XP_033137631.1 NP_974763.1
XP_033137634.1 NP_568173.2
XP_033137657.1 NP_001331196.1
XP_033137673.1 NP_683283.1
XP_033137674.1 NP_001318942.1
XP_033137676.1 NP_200012.1
XP_033137677.1 NP_001318784.1
XP_033137679.1 NP_197900.1
XP_033137691.1 NP_851212.2
XP_033137700.1 NP_200643.1
XP_033137702.1 NP_851216.2
XP_033137714.1 NP_200632.2
XP_033137720.1 NP_001330337.1
XP_033137722.1 NP_565963.2
XP_033137723.1 NP_563638.1
XP_033137753.1 NP_199028.1
XP_033137766.1 NP_568166.1
XP_033137771.1 NP_196168.1
XP_033137772.1 NP_196182.1
XP_033137776.1 NP_189048.1
XP_033137777.1 NP_196200.3
XP_033137779.1 NP_683589.1
XP_033137783.1 NP_001184925.1
XP_033137784.1 NP_849603.1
XP_033137791.1 NP_001330121.1
XP_033137792.1 NP_196067.1
XP_033137796.1 NP_176089.1
XP_033137798.1 NP_200088.1
XP_033137803.1 NP_568023.1
XP_033137807.1 NP_196966.2
XP_033137810.1 NP_196926.2
XP_033137821.1 NP_568302.1
XP_033137824.1 NP_196914.1
XP_033137825.1 NP_001189892.1
XP_033137829.1 NP_001318560.1
XP_033137832.1 NP_001331344.1
XP_033137845.1 NP_197646.1
XP_033137850.1 NP_196292.1
XP_033137851.1 NP_196297.1
XP_033137880.1 NP_568257.1
XP_033137924.1 NP_176906.1
XP_033137926.1 NP_197370.1
XP_033137937.1 NP_171659.1
XP_033137948.1 NP_001077674.1
XP_033137954.1 NP_175079.1
XP_033137955.1 NP_001031147.1
XP_033137957.1 NP_175093.2
XP_033137959.1 NP_564487.1
XP_033137964.1 NP_001326789.1
XP_033137978.1 NP_001330782.1
XP_033137985.1 NP_197999.1
XP_033137997.1 NP_200744.1
XP_033137999.1 NP_200759.2
XP_033138002.1 NP_568901.1
XP_033138006.1 NP_001320631.1
XP_033138010.1 NP_198230.1
XP_033138013.1 NP_001322030.1
XP_033138021.1 NP_200819.1
XP_033138025.1 NP_172025.1
XP_033138039.1 NP_171653.2
XP_033138040.1 NP_001321495.1
XP_033138046.1 NP_188451.1
XP_033138053.1 NP_849310.1
XP_033138067.1 NP_200472.2
XP_033138069.1 NP_189728.1
XP_033138070.1 NP_172029.2
XP_033138082.1 NP_188453.1
XP_033138096.1 NP_001332243.1
XP_033138098.1 NP_196059.1
XP_033138103.1 NP_199850.1
XP_033138115.1 NP_001318774.1
XP_033138117.1 NP_171612.1
XP_033138120.1 NP_001077437.1
XP_033138121.1 NP_193856.1
XP_033138122.1 NP_001331815.1
XP_033138125.1 NP_172196.1
XP_033138136.1 NP_200835.1
XP_033138137.1 NP_849518.1
XP_033138151.1 NP_200572.1
XP_033138158.1 NP_563658.1
XP_033138162.1 NP_196113.1
XP_033138186.1 NP_172021.2
XP_033138189.1 NP_171984.2
XP_033138222.1 NP_680253.1
XP_033138235.1 NP_200888.2
XP_033138237.1 NP_001184919.1
XP_033138242.1 NP_197336.4
XP_033138251.1 NP_001078603.1
XP_033138257.1 NP_197346.1
XP_033138272.1 NP_001190533.1
XP_033138273.1 NP_197957.1
XP_033138277.1 NP_001322129.1
XP_033138278.1 NP_001322258.1
XP_033138291.1 NP_171809.1
XP_033138296.1 NP_171848.3
XP_033138298.1 NP_001320178.1
XP_033138321.1 NP_171851.1
XP_033138329.1 NP_001030948.1
XP_033138342.1 NP_563650.1
XP_033138346.1 NP_171758.2
XP_033138356.1 NP_001030953.1
XP_033138357.1 NP_171831.1
XP_033138358.1 NP_563653.2
XP_033138360.1 NP_171801.1
XP_033138361.1 NP_563699.1
XP_033138369.1 NP_001322034.1
XP_033138399.1 NP_563773.1
XP_033138405.1 NP_001318520.1
XP_033138411.1 NP_187093.1
XP_033138412.1 NP_171710.4
XP_033138413.1 NP_001184889.1
XP_033138414.1 NP_171714.2
XP_033138416.1 NP_189164.1
XP_033138423.1 NP_172104.1
XP_033138426.1 NP_001318586.1
XP_033138437.1 NP_001332477.1
XP_033138442.1 NP_196400.2
XP_033138446.1 NP_001190245.1
XP_033138464.1 NP_563763.1
XP_033138466.1 NP_193692.2
XP_033138469.1 NP_200027.2
XP_033138471.1 NP_563748.1
XP_033138478.1 NP_568126.1
XP_033138484.1 NP_680449.1
XP_033138485.1 NP_197132.2
XP_033138486.1 NP_001318572.1
XP_033138490.1 NP_195994.3
XP_033138494.1 NP_001323411.1
XP_033138511.1 NP_195985.3
XP_033138522.1 NP_566730.1
XP_033138523.1 NP_001318472.1
XP_033138526.1 NP_568244.2
XP_033138532.1 NP_001318834.1
XP_033138544.1 NP_200697.1
XP_033138558.1 NP_196817.2
XP_033138567.1 NP_563787.2
XP_033138568.1 NP_001322482.1
XP_033138585.1 NP_197542.1
XP_033138591.1 NP_197584.2
XP_033138599.1 NP_197459.1
XP_033138605.1 NP_001327683.1
XP_033138607.1 NP_197475.2
XP_033138611.1 NP_197447.2
XP_033138616.1 NP_568395.1
XP_033138622.1 NP_197466.1
XP_033138629.1 NP_001332740.1
XP_033138632.1 NP_197582.1
XP_033138641.1 NP_568845.1
XP_033138656.1 NP_680179.2
XP_033138670.1 NP_850790.1
XP_033138674.1 NP_568161.1
XP_033138680.1 NP_199965.1
XP_033138688.1 NP_200259.1
XP_033138692.1 NP_201434.1
XP_033138695.1 NP_001330365.1
XP_033138716.1 NP_176234.1
XP_033138719.1 NP_200376.1
XP_033138720.1 NP_200322.1
XP_033138722.1 NP_568828.1
XP_033138724.1 NP_200790.1
XP_033138730.1 NP_200357.2
XP_033138735.1 NP_197402.1
XP_033138736.1 NP_197396.1
XP_033138811.1 NP_197403.2
XP_033138816.1 NP_189904.1
XP_033138817.1 NP_001078597.1
XP_033138828.1 NP_196154.1
XP_033138830.1 NP_196386.1
XP_033138846.1 NP_200861.1
XP_033138847.1 NP_001331512.1
